srcIP,dstIP,protocol,sPort,dPort,activity
1709,791,6,25,80,anomaly
777,307,17,25,25,normal
896,13,17,80,23,normal
702,431,17,21,79,normal
467,14,17,21,80,normal
886,569,17,80,22,normal
31,61,6,21,25,normal
318,952,6,53,25,normal
623,373,17,80,22,normal
366,473,17,21,21,normal
194,58,17,20,80,normal
475,684,6,53,53,normal
504,370,6,79,23,normal
541,865,6,21,23,normal
327,99,1,80,20,normal
340,324,89,25,53,normal
999,710,17,21,68,normal
288,177,17,25,79,normal
304,762,17,25,80,normal
310,263,17,22,22,normal
221,618,1,22,20,normal
988,47,17,23,53,normal
953,603,17,23,68,normal
10,11,17,68,53,normal
486,876,17,53,53,normal
862,733,6,20,23,normal
881,549,6,20,20,normal
636,953,6,21,25,normal
149,554,6,20,20,normal
736,53,6,22,80,normal
646,339,1,80,79,normal
331,376,17,80,53,normal
879,358,6,53,79,normal
858,268,17,53,25,normal
799,85,17,53,80,normal
66,444,6,21,25,normal
231,36,1,80,22,normal
698,165,6,53,22,normal
183,844,17,53,22,normal
298,345,6,23,20,normal
695,825,6,25,80,normal
946,555,6,53,53,normal
582,493,6,20,23,normal
419,657,6,23,25,normal
906,980,1,22,53,normal
86,8,1,21,80,normal
407,233,17,79,53,normal
429,641,1,53,80,normal
253,837,6,22,23,normal
925,357,6,21,23,normal
595,728,89,80,20,normal
637,99,6,80,53,normal
435,283,6,23,53,normal
953,400,1,53,23,normal
376,938,17,21,23,normal
205,801,6,21,25,normal
349,179,17,25,23,normal
132,354,17,53,20,normal
402,791,1,20,23,normal
595,980,6,25,80,normal
41,946,17,21,80,normal
572,30,17,23,80,normal
120,439,6,53,79,normal
295,812,17,22,80,normal
205,475,1,53,53,normal
656,834,17,22,80,normal
23,956,17,21,53,normal
739,408,17,20,23,normal
862,525,17,80,23,normal
762,448,1,80,53,normal
280,396,1,80,21,normal
895,864,17,20,21,normal
179,798,6,80,53,normal
665,562,89,80,20,normal
581,738,17,79,80,normal
422,991,6,25,53,normal
460,445,17,80,80,normal
980,582,6,25,21,normal
465,365,6,53,21,normal
763,893,6,20,21,normal
600,568,6,25,22,normal
69,521,6,80,80,normal
209,196,1,25,23,normal
524,626,1,53,25,normal
492,728,17,21,21,normal
399,100,17,22,53,normal
198,28,17,20,21,normal
91,129,17,53,22,normal
415,546,6,20,25,normal
221,70,6,22,20,normal
701,146,6,68,53,normal
139,904,17,53,80,normal
193,206,17,21,53,normal
307,741,1,53,80,normal
246,95,17,23,80,normal
454,348,6,21,53,normal
538,214,6,23,79,normal
840,183,17,80,21,normal
282,588,17,23,22,normal
936,338,6,79,53,normal
584,364,17,25,22,normal
49,253,17,53,80,normal
526,801,6,22,25,normal
409,257,17,25,25,normal
106,612,17,53,21,normal
915,665,1,53,53,normal
527,195,6,22,80,normal
94,142,6,23,20,normal
102,648,6,23,20,normal
312,722,6,20,80,normal
1709,791,6,53,80,anomaly
103,581,6,53,53,normal
232,81,17,80,21,normal
20,848,17,79,53,normal
491,319,17,21,21,normal
97,17,17,80,25,normal
618,994,17,25,79,normal
21,25,6,68,80,normal
318,845,6,80,80,normal
98,638,6,53,23,normal
414,837,17,80,21,normal
937,600,6,22,53,normal
672,873,1,53,21,normal
895,79,17,21,21,normal
80,448,6,68,20,normal
540,22,6,53,53,normal
270,150,17,25,80,normal
418,724,6,22,20,normal
409,720,6,80,53,normal
85,630,6,20,25,normal
977,982,17,23,53,normal
953,771,6,21,80,normal
963,673,17,80,68,normal
674,33,6,21,80,normal
884,971,6,80,23,normal
377,369,6,22,80,normal
869,662,6,79,21,normal
901,293,1,68,20,normal
312,793,6,25,21,normal
454,764,6,21,22,normal
816,294,6,53,25,normal
858,944,6,53,25,normal
199,356,6,68,25,normal
364,183,6,79,80,normal
746,530,17,25,21,normal
742,862,17,80,21,normal
431,557,1,53,80,normal
197,268,17,25,25,normal
4,781,1,20,21,normal
494,202,6,21,22,normal
458,79,17,21,22,normal
820,713,6,21,53,normal
28,343,6,23,20,normal
928,968,17,80,25,normal
428,647,6,80,21,normal
832,737,17,80,20,normal
940,996,17,80,20,normal
14,421,6,22,53,normal
359,779,6,79,53,normal
634,574,6,25,80,normal
883,323,6,68,25,normal
194,944,6,53,68,normal
429,616,6,21,23,normal
892,670,17,53,53,normal
690,981,17,80,25,normal
694,527,6,80,68,normal
284,332,17,22,53,normal
372,682,6,53,25,normal
91,169,6,80,21,normal
831,190,17,23,22,normal
680,809,17,23,22,normal
621,422,6,53,53,normal
796,347,17,25,21,normal
781,723,17,80,80,normal
363,195,17,23,53,normal
206,396,6,80,79,normal
621,345,1,53,53,normal
622,769,6,80,25,normal
332,197,89,53,80,normal
949,528,17,80,20,normal
525,667,17,79,20,normal
893,664,6,22,22,normal
674,261,17,80,23,normal
72,331,17,22,23,normal
709,306,17,79,20,normal
646,229,17,80,21,normal
309,580,6,53,79,normal
735,273,1,22,22,normal
35,852,17,53,20,normal
906,918,89,80,68,normal
785,530,89,20,80,normal
924,694,6,20,22,normal
60,115,6,22,80,normal
670,844,6,20,80,normal
643,982,6,80,21,normal
4,73,89,20,23,normal
766,850,17,80,20,normal
19,432,6,80,80,normal
580,189,6,23,21,normal
755,549,6,80,21,normal
166,9,6,25,22,normal
436,82,6,20,25,normal
412,660,1,68,80,normal
106,345,1,25,53,normal
631,115,17,25,80,normal
632,333,17,80,21,normal
784,508,17,21,68,normal
519,79,6,80,21,normal
847,120,17,53,53,normal
598,634,17,80,79,normal
189,543,17,68,22,normal
857,4,17,53,20,normal
440,965,1,23,80,normal
974,12,6,21,80,normal
514,661,17,79,20,anomaly
912,430,6,23,80,normal
357,897,6,80,25,normal
697,726,17,79,53,normal
652,550,89,53,80,normal
675,883,17,23,25,normal
918,347,6,25,53,normal
711,938,6,21,68,normal
195,868,6,22,20,normal
442,854,6,22,25,normal
688,277,17,79,22,normal
551,865,17,53,80,normal
419,248,6,25,53,normal
406,808,17,53,53,normal
694,560,6,21,21,normal
508,301,6,68,79,normal
257,481,6,80,53,normal
37,157,17,22,79,normal
364,726,6,53,80,normal
991,543,6,79,25,normal
100,373,17,53,21,normal
993,441,6,79,23,normal
267,727,17,25,68,normal
370,308,6,23,21,normal
257,969,6,23,80,normal
808,507,17,21,23,normal
545,778,6,80,22,normal
638,587,6,80,80,normal
934,577,17,53,79,normal
389,15,17,53,53,normal
195,944,17,21,20,normal
740,21,6,22,80,normal
783,426,6,80,22,normal
953,783,1,22,21,normal
648,496,89,53,22,normal
901,569,6,80,22,normal
437,518,6,21,80,normal
588,922,17,25,80,normal
569,771,89,22,21,normal
602,343,6,22,21,normal
906,477,17,80,79,normal
44,196,6,68,20,normal
185,27,1,53,21,normal
865,175,6,23,23,normal
316,649,6,22,80,normal
674,62,17,79,80,normal
377,440,6,23,22,normal
335,58,17,68,80,normal
226,562,17,21,53,normal
175,731,17,53,20,normal
117,806,17,53,23,normal
213,609,6,22,25,normal
744,419,17,53,23,normal
729,791,6,25,80,normal
590,975,6,80,22,normal
195,975,17,80,80,normal
329,753,6,21,25,normal
828,736,17,53,23,normal
870,288,6,53,53,normal
802,77,1,80,53,normal
496,309,6,80,22,normal
107,618,17,68,53,normal
491,445,6,22,53,normal
989,950,6,22,80,normal
949,774,17,53,80,normal
644,234,6,23,22,normal
946,498,17,23,80,normal
117,740,6,53,23,normal
463,399,17,22,79,normal
76,203,17,22,22,normal
353,499,6,53,3,anomaly
10,698,17,21,53,normal
681,367,17,22,53,normal
1,105,89,68,23,normal
976,664,6,21,68,normal
637,621,6,53,20,normal
368,745,6,25,20,normal
792,923,17,68,79,normal
301,11,17,22,21,normal
393,480,6,80,53,normal
218,218,17,25,68,normal
365,78,17,80,21,normal
762,743,17,23,53,normal
474,613,6,80,20,normal
826,773,17,68,53,normal
125,4,6,20,53,normal
327,793,17,53,23,normal
314,179,6,21,21,normal
524,728,6,53,68,normal
134,859,6,23,53,normal
495,998,6,20,80,normal
906,328,6,80,25,normal
130,190,17,79,21,normal
940,318,17,53,68,normal
385,264,1,53,21,normal
225,611,1,25,53,normal
525,398,6,53,21,normal
850,780,17,23,23,normal
318,952,17,23,25,normal
565,877,17,53,25,normal
523,615,17,25,22,normal
780,730,6,23,80,normal
209,625,6,53,53,normal
256,570,17,53,21,normal
177,643,6,20,22,normal
585,922,17,79,25,normal
567,534,6,80,68,normal
983,3,6,21,79,normal
905,260,17,23,21,normal
703,277,6,80,53,normal
608,281,17,80,80,normal
240,532,6,80,80,normal
459,760,1,53,53,normal
594,204,6,25,25,normal
671,959,17,22,21,normal
247,240,89,53,68,normal
848,929,17,23,20,normal
834,107,6,80,53,normal
179,591,6,20,80,normal
357,87,6,68,53,normal
423,576,17,25,53,normal
548,853,6,53,23,normal
986,272,17,20,22,normal
606,925,17,53,80,normal
169,336,17,25,23,normal
984,686,17,79,25,normal
379,321,6,53,53,normal
981,809,17,23,53,normal
914,309,6,79,22,normal
915,374,17,23,21,normal
249,987,6,68,20,normal
870,606,6,80,23,normal
774,268,6,21,53,normal
28,266,6,53,23,normal
865,761,1,68,80,normal
820,368,89,79,79,normal
224,663,17,80,25,normal
858,407,6,80,20,normal
694,456,6,53,20,normal
88,920,17,68,53,normal
215,484,17,53,25,normal
622,957,6,80,23,normal
531,654,1,53,23,normal
215,71,6,25,20,normal
526,793,1,80,79,normal
7,5,6,22,20,normal
86,95,6,80,80,normal
697,216,17,23,20,normal
950,194,6,23,53,normal
52,722,6,23,80,normal
91,414,6,53,80,normal
95,20,6,80,80,normal
925,267,6,53,53,normal
867,824,6,53,68,normal
1000,741,89,79,25,normal
856,858,17,25,80,normal
400,538,6,80,53,normal
209,5,17,21,20,normal
869,67,6,79,68,normal
507,797,6,80,53,normal
96,755,6,23,21,normal
323,567,89,80,22,normal
698,638,17,80,25,normal
305,261,6,21,20,normal
544,104,6,80,68,normal
870,280,6,20,22,normal
471,417,17,80,23,normal
261,285,17,53,21,normal
943,257,6,21,25,normal
75,146,6,20,80,normal
598,179,6,21,25,normal
883,521,17,53,22,normal
445,512,17,80,20,normal
35,802,17,80,20,normal
340,196,6,80,21,normal
835,622,6,68,22,normal
932,435,6,80,53,normal
373,401,17,53,20,normal
175,283,6,21,80,normal
563,352,6,23,22,normal
609,747,6,80,53,normal
873,705,17,22,80,normal
993,487,6,22,22,normal
765,706,6,68,79,normal
605,511,89,21,80,normal
913,766,17,53,80,normal
503,549,6,53,68,normal
900,660,17,20,80,normal
728,814,6,68,22,normal
152,783,17,80,22,normal
773,473,6,53,20,normal
198,481,17,20,22,normal
571,335,6,22,22,normal
775,452,6,53,80,normal
599,715,6,79,25,normal
677,779,1,20,23,normal
916,860,6,25,22,normal
13,164,89,53,79,normal
725,648,6,68,53,normal
214,325,1,79,22,normal
1,487,17,22,79,normal
115,468,17,79,23,normal
78,417,17,23,22,normal
99,802,6,20,53,normal
750,499,6,79,20,anomaly
162,545,17,68,21,normal
374,535,6,68,53,normal
795,13,6,53,53,normal
136,589,6,23,22,normal
777,987,89,53,53,normal
931,419,17,22,80,normal
659,662,17,53,23,normal
83,6,6,20,68,normal
206,417,17,25,53,normal
805,254,17,53,23,normal
444,936,17,53,53,normal
226,554,6,22,53,normal
768,4,17,53,23,normal
493,665,1,21,25,normal
745,470,1,53,20,normal
120,581,17,20,68,normal
359,413,1,21,20,normal
898,658,6,21,53,normal
806,316,6,53,21,normal
398,329,6,20,23,normal
917,927,17,80,53,normal
853,916,6,80,21,normal
227,556,17,20,25,normal
891,872,1,22,25,normal
775,384,6,80,25,normal
631,745,17,53,23,normal
906,573,6,53,53,normal
87,215,6,22,79,normal
579,732,6,80,21,normal
788,878,17,25,20,normal
870,560,17,79,53,normal
947,836,6,25,68,normal
265,574,6,53,25,normal
643,688,17,53,21,normal
430,285,6,25,53,normal
441,344,6,68,53,normal
956,672,17,80,80,normal
759,154,17,25,79,normal
473,766,6,22,23,normal
78,152,6,53,22,normal
933,177,6,25,20,normal
310,178,17,53,25,normal
367,239,6,80,79,normal
79,415,17,25,79,normal
618,595,1,68,23,normal
92,760,17,25,21,normal
203,638,17,25,20,normal
84,849,6,22,80,normal
604,500,1,53,25,normal
921,219,6,21,20,normal
649,363,6,53,20,normal
364,401,6,53,25,normal
505,841,17,20,22,normal
976,746,6,80,79,normal
797,916,6,53,79,normal
517,729,6,20,80,normal
464,305,17,79,80,normal
911,383,6,25,20,normal
30,481,6,80,23,normal
118,778,6,80,80,normal
65,496,89,20,25,normal
932,263,6,20,21,normal
291,794,6,68,53,normal
10,135,6,53,80,normal
292,555,6,53,80,normal
951,111,17,80,53,normal
968,348,17,80,53,normal
37,505,6,20,80,normal
937,54,17,25,80,normal
214,843,6,53,53,normal
762,917,17,20,20,normal
780,988,6,53,53,normal
503,887,17,25,68,normal
884,764,1,23,80,normal
993,797,6,68,21,normal
30,727,17,80,23,normal
370,88,17,68,68,normal
237,149,17,53,53,normal
342,22,6,53,21,normal
190,394,6,25,22,normal
46,56,17,20,23,normal
530,201,1,23,25,normal
125,397,6,20,23,normal
279,406,17,22,53,normal
233,526,6,22,80,normal
827,661,17,53,20,anomaly
283,145,6,25,20,normal
402,801,1,22,23,normal
809,294,6,80,22,normal
101,764,17,20,20,normal
818,916,17,22,20,normal
590,562,17,68,80,normal
524,102,17,79,68,normal
426,879,1,21,53,normal
102,465,6,23,80,normal
24,654,17,20,23,normal
253,254,6,25,53,normal
31,185,17,20,20,normal
615,747,6,53,53,normal
659,169,17,22,22,normal
824,275,17,22,22,normal
179,899,6,21,23,normal
410,829,6,21,25,normal
131,623,6,79,80,normal
365,404,89,80,25,normal
304,726,6,20,68,normal
261,696,6,80,80,normal
82,615,17,53,53,normal
704,91,17,79,23,normal
816,699,6,25,80,normal
144,921,17,79,80,normal
602,729,6,53,53,normal
782,578,6,21,80,normal
228,590,17,79,20,normal
889,954,17,53,80,normal
342,240,6,22,23,normal
707,819,1,79,80,normal
481,623,6,25,79,normal
903,725,1,20,20,normal
630,487,6,79,21,normal
976,527,6,22,20,normal
450,176,17,53,22,normal
136,932,6,25,53,normal
743,499,6,53,24,anomaly
374,727,17,25,23,normal
169,898,17,25,53,normal
545,514,6,53,80,normal
334,99,17,79,21,normal
637,167,1,53,25,normal
300,975,17,68,79,normal
37,368,6,20,25,normal
812,318,6,25,25,normal
639,455,6,80,20,normal
282,245,1,53,68,normal
989,922,6,23,25,normal
553,180,6,20,53,normal
564,633,17,53,80,normal
131,185,1,53,53,normal
21,65,1,80,53,normal
222,625,17,80,20,normal
748,209,6,53,80,normal
652,332,17,22,53,normal
37,464,17,80,23,normal
382,277,17,53,22,normal
612,741,17,25,22,normal
291,603,6,53,21,normal
303,761,6,20,25,normal
98,381,17,53,53,normal
286,725,6,22,53,normal
538,928,17,53,25,normal
409,202,1,53,79,normal
277,23,6,20,53,normal
890,485,89,20,53,normal
943,669,6,20,20,normal
212,740,17,80,25,normal
852,551,6,25,25,normal
409,530,6,23,68,normal
207,224,6,21,20,normal
886,503,17,79,80,normal
966,795,17,79,25,normal
242,894,6,79,21,normal
656,772,17,79,80,normal
940,433,17,21,23,normal
905,837,17,25,22,normal
169,75,6,80,25,normal
801,812,17,53,22,normal
836,404,17,20,23,normal
835,221,1,80,53,normal
472,751,17,53,23,normal
514,585,17,53,25,normal
120,674,17,80,80,normal
132,274,6,23,22,normal
463,105,17,23,53,normal
869,354,6,22,80,normal
602,493,1,20,23,normal
304,756,17,22,22,normal
262,333,6,80,80,normal
634,430,6,53,80,normal
423,431,17,22,53,normal
231,76,6,68,79,normal
93,209,6,20,80,normal
76,669,17,22,53,normal
640,763,17,22,20,normal
670,410,6,80,79,normal
761,38,1,23,20,normal
984,590,17,79,53,normal
15,89,1,22,21,normal
996,779,6,20,68,normal
2,10,6,25,21,normal
566,393,17,80,25,normal
87,851,89,80,53,normal
482,782,1,68,20,normal
237,687,17,53,68,normal
715,13,6,80,22,normal
830,277,6,53,21,normal
933,684,1,20,23,normal
382,980,6,53,25,normal
39,692,17,53,53,normal
651,573,6,53,53,normal
314,224,6,80,79,normal
552,142,6,20,22,normal
563,564,17,80,22,normal
859,142,89,22,22,normal
648,230,17,23,23,normal
392,699,6,80,22,normal
931,801,1,53,68,normal
702,65,6,53,53,normal
669,308,17,68,80,normal
244,663,6,25,21,normal
254,447,17,79,53,normal
252,283,17,80,80,normal
795,511,6,25,53,normal
553,973,6,53,20,normal
692,731,6,80,25,normal
176,482,6,80,80,normal
630,959,6,68,53,normal
143,544,17,21,23,normal
390,455,17,25,80,normal
492,853,6,21,68,normal
144,282,17,25,20,normal
646,858,89,22,68,normal
641,993,17,22,22,normal
892,391,6,22,53,normal
526,437,17,21,22,normal
244,544,89,53,21,normal
497,390,17,53,21,normal
434,147,6,20,68,normal
733,276,1,21,80,normal
665,179,6,53,53,normal
817,10,1,20,80,normal
581,198,17,25,80,normal
751,782,17,25,80,normal
255,439,17,21,21,normal
286,716,17,80,80,normal
694,492,1,68,80,normal
577,444,17,68,20,normal
228,630,17,53,21,normal
590,809,6,25,53,normal
482,75,6,68,22,normal
553,466,1,20,53,normal
408,462,6,23,23,normal
996,927,6,53,53,normal
929,679,6,23,23,normal
322,720,17,53,25,normal
228,761,17,53,79,normal
832,878,6,80,53,normal
668,489,17,25,20,normal
758,402,6,20,68,normal
628,966,17,21,23,normal
24,720,6,53,20,normal
625,228,17,80,68,normal
617,786,1,53,79,normal
835,996,1,68,21,normal
81,17,1,53,53,normal
995,239,6,80,53,normal
615,241,17,20,80,normal
666,455,6,80,22,normal
670,685,6,53,53,normal
862,165,6,22,20,normal
493,149,17,53,21,normal
315,753,1,53,20,normal
333,529,6,21,25,normal
453,650,6,80,25,normal
425,720,1,22,25,normal
754,51,6,20,80,normal
892,298,17,53,53,normal
845,193,6,25,22,normal
595,771,6,68,20,normal
484,818,6,53,20,normal
297,587,6,23,80,normal
179,86,6,21,22,normal
516,676,6,25,23,normal
854,732,6,80,20,normal
543,769,1,23,80,normal
579,959,6,53,53,normal
299,140,6,22,79,normal
268,656,17,21,23,normal
535,969,17,22,53,normal
505,114,89,68,23,normal
636,282,17,80,53,normal
222,829,6,80,20,normal
907,43,6,22,21,normal
291,31,89,80,53,normal
130,330,17,25,68,normal
228,519,6,20,23,normal
364,382,6,25,68,normal
134,95,6,80,53,normal
716,418,17,53,53,normal
377,617,1,25,21,normal
997,691,6,21,80,normal
555,335,1,21,53,normal
610,9,1,80,20,normal
987,420,17,22,20,normal
257,485,17,53,80,normal
627,60,17,79,68,normal
509,629,17,21,20,normal
400,12,6,23,53,normal
37,493,1,21,68,normal
943,828,17,22,25,normal
600,734,6,23,21,normal
708,414,6,20,80,normal
942,948,6,53,23,normal
759,453,6,23,20,normal
820,586,6,80,53,normal
893,875,17,68,25,normal
694,241,17,22,80,normal
201,248,17,80,53,normal
531,203,17,21,25,normal
43,461,1,21,53,normal
495,767,6,21,80,normal
419,76,6,53,53,normal
887,974,17,20,20,normal
432,466,6,80,80,normal
262,41,1,53,20,normal
9,73,6,22,80,normal
673,179,89,79,20,normal
81,243,6,23,80,normal
25,653,6,53,25,normal
75,901,17,23,25,normal
752,53,17,80,80,normal
975,240,17,68,53,normal
402,754,17,22,80,normal
631,259,17,25,23,normal
615,727,17,79,53,normal
151,687,17,22,80,normal
594,431,17,23,79,normal
571,660,17,21,25,normal
421,916,17,21,25,normal
915,613,17,21,20,normal
645,501,6,21,25,normal
893,975,1,53,23,normal
252,624,6,21,68,normal
540,116,6,21,79,normal
333,499,6,23,23,anomaly
236,879,17,80,53,normal
394,448,17,80,23,normal
271,792,89,79,80,normal
269,964,17,80,23,normal
683,740,17,53,80,normal
407,102,6,22,23,normal
1709,791,6,22,80,anomaly
814,126,17,21,80,normal
118,492,6,68,53,normal
569,231,6,23,22,normal
197,762,89,21,23,normal
654,778,6,79,25,normal
625,91,17,25,80,normal
150,308,17,20,80,normal
998,840,17,80,23,normal
580,866,17,79,23,normal
166,791,6,80,20,normal
157,62,1,22,68,normal
520,846,17,23,22,normal
328,3,6,23,21,normal
900,694,17,79,25,normal
696,430,6,21,25,normal
762,752,17,53,80,normal
216,631,17,53,22,normal
656,679,6,23,21,normal
251,666,6,80,20,normal
352,647,6,80,20,normal
405,286,89,80,53,normal
807,731,6,53,25,normal
402,235,17,20,20,normal
691,297,17,25,22,normal
960,118,17,80,21,normal
719,244,17,22,21,normal
712,893,17,22,23,normal
448,643,6,21,23,normal
174,609,17,53,53,normal
912,890,1,53,80,normal
600,670,6,80,80,normal
820,675,1,80,25,normal
974,606,6,21,22,normal
645,348,1,53,68,normal
135,311,6,20,80,normal
865,481,1,53,53,normal
269,413,17,25,21,normal
375,809,17,80,22,normal
31,243,6,21,23,normal
279,362,6,68,53,normal
6,719,6,23,21,normal
219,722,17,80,25,normal
67,269,1,80,53,normal
816,325,1,23,53,normal
790,50,17,53,25,normal
614,331,17,53,79,normal
818,393,6,22,20,normal
346,721,17,79,21,normal
487,312,1,80,80,normal
421,313,17,20,20,normal
601,454,6,80,20,normal
641,727,6,53,22,normal
285,248,6,20,23,normal
780,328,6,80,53,normal
413,513,17,22,22,normal
656,109,6,80,80,normal
900,847,89,21,53,normal
730,303,1,53,21,normal
619,487,17,79,25,normal
84,198,17,21,53,normal
229,645,17,20,20,normal
821,957,1,23,80,normal
528,66,17,68,23,normal
637,450,17,25,21,normal
185,838,6,21,80,normal
9,419,6,68,79,normal
874,172,6,20,53,normal
731,179,17,53,80,normal
220,797,1,20,22,normal
731,200,17,23,20,normal
275,640,6,25,53,normal
926,253,17,23,53,normal
260,83,6,80,80,normal
614,55,17,22,20,normal
266,832,17,22,80,normal
379,552,17,53,23,normal
859,183,1,25,23,normal
514,466,6,68,22,normal
379,23,17,21,22,normal
823,292,89,79,23,normal
354,999,89,21,80,normal
770,19,17,79,53,normal
209,946,17,20,20,normal
159,269,17,22,25,normal
389,284,1,68,53,normal
797,449,17,68,21,normal
221,275,6,23,21,normal
518,946,17,20,21,normal
258,874,1,80,80,normal
616,264,17,25,68,normal
752,565,17,68,80,normal
624,164,17,23,25,normal
361,228,6,23,22,normal
504,856,89,25,80,normal
97,704,17,20,20,normal
648,76,6,23,80,normal
298,650,17,80,80,normal
829,107,6,25,21,normal
996,864,17,23,21,normal
918,212,1,21,20,normal
98,411,1,53,21,normal
69,820,1,80,22,normal
1,396,6,80,21,normal
994,495,1,53,53,normal
172,291,1,20,79,normal
255,80,6,21,21,normal
445,44,17,53,80,normal
469,511,17,53,20,normal
953,919,17,20,22,normal
484,316,17,22,23,normal
858,297,6,25,53,normal
145,413,6,21,21,normal
227,658,17,53,23,normal
985,390,1,79,22,normal
511,536,1,80,20,normal
278,694,89,79,80,normal
592,837,89,25,80,normal
999,711,6,22,80,normal
121,652,6,20,79,normal
191,438,1,25,53,normal
529,686,17,25,80,normal
277,389,17,25,25,normal
943,528,17,53,22,normal
516,161,17,23,53,normal
932,466,1,53,53,normal
104,401,6,80,53,normal
975,130,17,53,21,normal
932,829,6,53,21,normal
947,347,6,20,53,normal
183,930,17,22,23,normal
224,520,89,21,80,normal
705,552,6,20,25,normal
963,435,17,80,21,normal
303,479,1,53,23,normal
180,391,6,25,22,normal
933,151,6,25,21,normal
153,153,6,21,68,normal
657,974,6,80,23,normal
406,726,17,20,53,normal
54,496,17,80,20,normal
449,460,6,53,25,normal
822,39,6,53,22,normal
229,686,6,68,20,normal
511,69,17,25,80,normal
746,570,6,25,53,normal
827,194,89,23,25,normal
110,424,17,25,80,normal
464,823,6,53,53,normal
155,608,1,20,22,normal
983,880,17,20,22,normal
696,264,17,25,25,normal
268,316,17,53,22,normal
165,194,17,23,53,normal
117,586,17,21,53,normal
422,206,1,53,80,normal
507,380,17,23,53,normal
398,959,6,53,23,normal
539,337,17,53,79,normal
817,389,6,20,53,normal
392,514,6,80,80,normal
274,84,17,22,80,normal
808,535,17,21,80,normal
907,30,6,53,53,normal
410,543,17,23,80,normal
280,458,6,23,53,normal
606,736,6,25,20,normal
329,778,6,22,20,normal
493,374,17,80,21,normal
746,973,17,22,53,normal
962,579,6,23,21,normal
688,24,6,79,23,normal
582,199,17,53,80,normal
659,981,17,22,80,normal
900,405,6,80,53,normal
654,93,6,23,21,normal
373,868,17,23,53,normal
967,723,17,25,68,normal
373,442,6,68,53,normal
973,996,17,22,25,normal
844,541,17,53,68,normal
102,851,17,80,23,normal
588,522,17,20,80,normal
535,876,17,20,80,normal
596,733,17,53,20,normal
378,849,6,80,80,normal
798,70,1,53,20,normal
395,940,17,25,21,normal
434,174,17,23,80,normal
780,448,6,80,22,normal
104,414,1,53,22,normal
303,338,6,20,20,normal
744,919,17,23,68,normal
860,777,17,21,80,normal
964,357,6,80,53,normal
136,125,6,22,22,normal
724,871,1,53,21,normal
292,893,6,25,80,normal
972,897,1,21,23,normal
963,695,17,80,80,normal
659,388,6,53,79,normal
485,760,6,21,68,normal
23,415,89,53,53,normal
637,258,6,22,53,normal
38,738,6,68,68,normal
97,234,17,53,22,normal
874,733,6,80,25,normal
107,194,17,53,25,normal
542,604,17,80,22,normal
417,272,6,53,25,normal
266,388,6,53,53,normal
519,216,17,53,20,normal
437,448,17,22,80,normal
145,656,6,25,80,normal
675,648,6,22,23,normal
569,778,17,25,53,normal
784,554,1,68,80,normal
873,632,17,25,53,normal
53,239,1,80,23,normal
131,791,6,20,53,normal
663,328,6,21,22,normal
537,952,17,68,79,normal
240,380,17,53,23,normal
413,392,6,53,21,normal
883,240,6,53,79,normal
810,52,1,20,53,normal
624,557,17,21,80,normal
294,600,17,79,23,normal
37,611,17,21,80,normal
969,880,17,53,53,normal
170,541,17,23,23,normal
94,414,17,23,53,normal
477,109,6,80,53,normal
792,571,6,25,20,normal
388,88,89,53,68,normal
716,900,6,23,22,normal
265,39,1,22,20,normal
482,272,1,53,53,normal
888,528,6,20,79,normal
225,335,17,22,80,normal
895,584,17,25,23,normal
514,851,6,53,23,normal
962,175,17,20,23,normal
737,896,1,22,23,normal
440,23,17,79,21,normal
533,976,17,22,22,normal
951,510,6,22,53,normal
19,162,17,53,53,normal
96,300,6,25,21,normal
469,889,17,79,53,normal
180,837,1,53,23,normal
779,28,17,80,53,normal
515,213,89,20,53,normal
584,54,89,68,68,normal
14,183,17,80,20,normal
314,550,6,20,68,normal
803,201,17,79,23,normal
598,470,17,20,68,normal
622,410,17,23,21,normal
188,902,6,80,25,normal
725,530,6,21,53,normal
534,469,17,21,53,normal
773,457,6,22,23,normal
556,792,6,80,80,normal
591,830,17,80,79,normal
259,229,6,80,22,normal
333,309,6,22,23,normal
223,481,17,80,23,normal
660,70,6,53,22,normal
130,836,17,80,20,normal
267,275,89,25,68,normal
583,380,6,21,80,normal
115,898,6,80,20,normal
712,792,1,21,25,normal
904,44,17,53,80,normal
195,317,6,80,53,normal
621,847,1,23,22,normal
82,275,17,21,25,normal
290,44,1,23,79,normal
478,69,1,80,68,normal
658,149,17,21,20,normal
672,908,17,23,53,normal
495,348,17,20,23,normal
656,504,17,53,53,normal
867,662,6,53,23,normal
61,944,6,23,20,normal
458,588,1,25,25,normal
72,624,17,80,79,normal
14,371,17,21,79,normal
696,222,6,53,79,normal
426,277,17,23,23,normal
823,92,17,53,53,normal
873,455,17,53,23,normal
747,919,6,25,53,normal
945,66,17,80,53,normal
521,786,6,53,53,normal
508,656,17,53,20,normal
27,453,17,68,22,normal
56,730,6,80,80,normal
533,608,6,79,53,normal
798,661,17,23,22,normal
609,719,6,21,53,normal
238,882,17,80,79,normal
363,313,17,25,79,normal
395,42,17,23,22,normal
610,229,17,80,22,normal
847,447,6,53,53,normal
824,8,6,53,80,normal
580,6,6,80,25,normal
626,476,6,25,53,normal
990,475,17,25,80,normal
561,149,17,53,22,normal
416,339,17,53,22,normal
577,880,17,21,21,normal
